review,sentiment
제 심장하나 제대로 가누지 못하는 매력없는 그가 자매 사이에 끼어있다니- 설득력 떨어지는 전개. 프랑스 영화 좋아하지만 이건 아니다. 남자 주인공 심장 부여잡을 때마다 나도 괜히 숨만 막혔다.,0
"진짜 2013년 허준은 배역이 잘 안어울리고 대사도 이상하고 옷도 너무 깨끗하고... 옛날 허준은 진짜 다 떨어진 옷에 불쌍해 보이고 감동받고 할 정도로 연기잘하고 특히 오근, 일서, 일서 마눌, 양태 조연이 최고였는데...",1
처음부터 긴장감을 놓칠 수 없이 장면 하나하나 좋았고 수갑으로 죽이는 장면이 새롭게 느껴져서 좋았어요 캐릭터 하나하나 구별하기도 좋았고 스토리도 굿,1
물위에 둥둥 떠있는 섬.이곳에 관리하며 몸도 파는 여자.죽으러 이곳에 들어온 남자.그 속에서 벌어지는 이야기.김기덕감독은 역시 대가.공간을 보고 그 공간속에 인물을 배치했을것이다.1평 남짓한곳에서 생활하는 그들안개가 자욱한 그곳 잊지못할것,1
"스토리가 되게 엉성함. 게다가 재밌지도 않고 무섭지도 않고, 애기들 보여주면 무섭게 보겠지만 나이 먹고 보자니 영....",0
도시락 안뺐길려고 도망치면서 먹는장면이 진짜 최고에요! ㅋ 감동도 있어서 이영화 정말 퀄리티도 높네요 근디 주인공이 불쌍한데 씩씩해서 .. ㅠ 평점 9점 투척~,1
좋은 평 믿고 봤었는데 중간에 나가고 싶었다. ㅠ 너무 중구난방같아서... 유럽 애니메이션 좋아하면 좋을 것 같기도 함.,0
이렇게 재밌는 영화를 왜들 까시는지 모르겠네요 시점배분에 의한 몰입감은 타의 추종을 불허하는 명작입니다. 꼭보세요 두번보세요 영화틀고 딴짓하시면 집중력이 상승합니다.,0
2004년에 처음 봤을때 그충격은 말할수없을만큼 컸다 그이후로 여러번 다시봤고 내 머릿속엔 언제 1번스릴러다 그리고 10년이 지난지금 또 다시보고있다,1
약간 보기 전에는 힐링영화 인가? 했지만...뭔가 잔잔함 속에 이것저것 믹스해놓은 느낌??? 여튼 정말 여운이 남네옹,1
고3 1학기 기말고사 끝나고 본 영화.교육방송 ebs에서 이런영화를?? 이라고생각하면서도 재밌게봄ㅋㅋ 갈수록 끔찍해서 나중에는 베개 껴안고 봤다ㅋㅋ,1
예쁜 레아 세이두와 다양한 의상을 구경하는 재미 빼면 남는게 하나도 없는 영화.떡밥만 잔뜩 던지고는 그 어느 하나 제대로 풀리지 않고 갑작스럽게 끝난다.예고편이 영화의 전부다....,0
나 초딩때 레알이거 무섭게 봐가지고 아파트에 살면서도 식인 돼지 진짜 나타나면 어떻하지 ㄷㄷ 하면서 일주일동안 제대로자지도 못 했는데. 그런 추억땜에 10점.,1
발상이 참 좋고 짐캐리의 연기가 너무 좋았던 영화.. 동생도 인상깊게 봤는지 자주 생각난다 함.,1
솔직히 난 이거 존나 OOO같아서 웃겼는데ㅋㅋㅋ 크흠 그래도 씻을 수 없는 큰 충격을 줬어,0
"효주땜에봤다만.......,이건 많이 아니잖니.진심 10년동안 본영화중 젤 허접하고, 연기못하는 배우는 첨본다. 효주 참좋아라는데 재중인가땜에 연기는 발연기에...보면서 내내 헐 ,,,, 헐..... 심해도 넘심하다고 본다. 딱 중학교수준의 영화..",0
책책책 책을 읽읍시다. 소설 원작인 작품이 영화화 되서 훌륭한 경우는 '거의' 없음. 쇼생크탈출정도나 예외지 이 영화도 마찬가지로 별로,0
"제발 한국인이면 '보리밭을~' 봅시다.. 라고 말하고 싶다. 창씨 개명, 민족 말살 정책, 군대의 압제, 비슷한 외모지만 2류 국민, 그 와중에 브리티쉬 앞잡이.. 독립 후 내전 발발.. 왜 이리 어느 나라의 상황과 유사할까?",1
꿀잼인데? 솔직히 1점 줄 거리는 아니라고 본다. 그리고 1점 준 사람들의 리뷰 대부분이 원색적인 비난이라고 볼때.... 음... 영화는 내기준 7~8점대인데 1점준 사람이랑 개인적으로 재밌게 봐서 9점 준다. 진짜 네이버 평점은 믿는게 아냐 ;;,1
"박은혜만 아까워...김해숙여사는,계속 영화나 하시는게,더 정신건강에 좋을듯...인기도 없는게 벌써70회이상 방송중이라니...아침출근시간을 여지없이 망쳐놓는,몇 안되는 킬러프로그램.준석이 아버지 주현선생님을 아주 푹푹 썩히는구나.누가 젓갈이라도 담구나?",0
너도 보이는 것만 믿니?라는 책을 기반으로 만들어진 영화.보이는 것만 믿는 사람과 보이지 않는 것도 믿는 사람들. 문제는 보이거나 보이지않는 것이 아니라 그것을 믿는 마음이다.어쨌거나 이 책과 영화는 나를 아주 순수하고 행복함에 젖게 해주었다 최고!,1
드라마 전개를 너무 질질끌고있네여50부작 어떻게든 채울라고 드라마를 질질끌고있네여너무 너무 답답함 결제하면서 보기 이제 아까움,0
조성하씨가 사건에 몰입할 수 있었던 좀 더 구체적인 이유가 아쉬운거 빼고는 다 좋았어요. 특히 김민희씨 연기가 인상적이었습니다. 차경선 같은 인물이 존재할 것 같아서 가슴아프고 슬픈여운이 남는 영화네요.,1
그야말로 대박~~1987년 영화라니...미국꺼니까 만들땐 1984년쯤됐겠지...대다나다...근데 지금 2015년...ㅎㅎ 저때는 2000년도 들어선다는것 자체도 엄청나게 과학이 발전할꺼라 생각했겠지~~,1
궁금한게 왜 네이버 영화평점에 예능이 있는지 정말 알다가도 모르겠네요..배우들 필모에 있는건 맞지만 네이버영화 쪽에는 안 올려도 될거 같다는 생각 1인입니다.,0
개인적으로 아이언맨123중 3이 제일 잘 만들었고 가장 액션도 화려함 2에서 액션이 적은 걸 3에서 다 보충해준 느낌?,1
"떡을 제조 유통 하는 업을 하고 있는 개인으로써는 조금 그렇습니다.예전에 광동 헛갯잎차 tv cf때도 아예 떡을 버스 좌석에 놓고 광고를 찍더니, 좀이 아니라 많이 많이 영화 제목도 맘에 들지 않는군요. 소제목을 빼시던지 '먹으면 먹을수록...'",0
"남매가 등장하는데요, 사냥꾼이 오빠의 팔을 짓밟거나 여동생을 가두거나 불을 지르거나.. 미취학 아동들한텐 안맞습니다. 토토로 같은 즐거운 애니는 아닙니다.",0
내가 진짜 좋아하고 재밌게 봤던 책이 영화로 나온다고 해서 신기했는데 내가제일좋아하는 하정우라는 배우가 감독을 맡고 주연을 한다는 소식이 더 신기했다 영화도역시 너무좋았다.,1
"솔직히 초딩때 극장에서 예고편 봤을때 당시 광고로 유명했던 신비소녀 임은경이란 캐릭터랑 잘 맞는거 같아서 보고 싶었었다. 하지만 지금, 그 선택이 올바른 선택이었다는것을 깨닫게 되었다.",0
오~~~ 징~~~ 어~~~ 튀김! 2008년 중1때 나에게 최고의 노래를 선사해준 오징어튀김 이 영화가 나에게 많은걸 줫는데.. 근데 2008년도에 중1이엿던 어린놈이 지금 21살이되다니 아직도 믿겨지지않음;,1
"평점 높아서 봤는데, 첨부터 계속 재미 없고 기분나쁜 분위기에 마지막은 황당한 호러물로 끝나는 안보는 편이 더 나았을 영화.",0
속도감 있는 레이싱 장면이 보기 좋았다... 달팽이가 능력을 얻어 레이싱을 한다는 발상이 재밌는 것 같다... 갑자기 주파수가 잡히면서 음악나오는게 웃겼음 ㅎㅎ,1
"먹고,마시고,대화하고 음악듣고,상상하고 기타 등등...여전히 홍상수 감독님 스타일 분위기도 나고...감독님 전작 '맛있는 인생'과 웬지 비슷한 느낌인데 덜 매력적인 영상과 전개...",0
이영화는 각본이 영 안좋음. 왠만하면 내용 짐작이 모두 가능한 전형적인 스토리. 스릴러가 내용이 다 짐작이 가면 그건 별로라는거임. 쿄고는 나름 예쁘게 나옴. 그게 다임,0
원작 보기 전에 이 영활 봤더라면 별을 한두개쯤 더 줄 수 있었을 지도 모른다.. 원작을 재밌게 읽었기에 스토리를 정말 거지같이 만들어 놨단 생각이 들더라 이 영화는 눈요기&킬링타임 수준밖에 안된다,0
영화가 끝나갈때쯤 눈에서 눈물이 고였어요... 전 더빙으로 봤는데 역시 전문성우와 한국말로들어서 그런지 더욱더 감동이 2배로 오네요 자기자식이 아니더라도 자기자식처럼 키우는 초식공룡 어머니 육식공룡 아버지 그리고 하트의 진짜아버지의 마음을 느꼈습니다,1
"여러 가지로 요즘의 사회를 보여주고 있으며, 우리가 깨달아야 할 가족과 특히 부모님에 대한 생각을 해볼 수 있는 영화. 전체적으로 지루할 수도 있지만, 그 지루함조차 우리의 실제 일상생활이기에 와닿는다. 결론은 부모님 살아계실 때 한번 더 뵙자!",1
스무번은 넘게 본것같은데도 재미있음 노래도 좋고 두시간내내 지루하지가 않음... 시위하는 장면에서 노래부를때 진짜 감동.. 태어나서 가장 많이 본 영화인듯,1
"코미디 영화를 보면서 소리 내어 웃은 적이 없었는데 이 영화를 보면서 웃음짓게 하는 대사와 행동들, 그리고 INS 되는부분에 코믹한 영상까지. 재미 있었다.",1
"안동을 소개하는 스토리있는 영화, 전체적인 전개가 불명확하고 사투리, 배우들의 음향처리가 약한듯. 영화 후반기에 나타난 혜수남편은 2탄을 생각해서 만든것인가? 심혜진 연기는 왠지 서투르다..",0
"""내용전개가 너무느리고 진짜 오글거려요.... 한약방.의원집 에피소드는 너무 감칠맛나는데 검사엄마! """"뭐하는거니!"""" 승희 만난거니? """"어디갔다 온거니?"""" """"내말모르겠니?"""""""" 진짜 막 아침밥 먹은거 토나와요!""",0
앜ㅋ미치겟다 넘웃곀ㅋㅋ중간엔 벤 스틸러가 안쓰러워서 도저히 눈뜨고 볼 수가없었음ㅠ보고있는 내가 다 힘겹더라 후ㅠ근데 나중엔 다 귀요미들임ㅋㅋ장인이고 사위고ㅋㅋ,1
네이버영화추천해서 봣는데 ? 영화가 아니라 미국아침드라마 ?네이버쓰레기 평점쓰레기 ? 열받아서 평점쓰기는처음? 남주도 포르노배우같은 쏘리 ?,0
평론가들의 평점 대부분 5점대 . 관객들의 평은 9~10 점대. 평론가들이나 영화인들에겐 다소 가볍고 우스워보일지 모르겠으나 일반 관객들에겐 말 그대로 건강하게 힐링이 되고 웃음이 되는 영화라는 뜻. 어떤 영화가 좋은 영화인지는 각자의 몫.,1
보고 또 봐도 편안해지는 영화!! 주인공과 함께 호홉하며 같이 사색할 수 있는 멋진 휴가같은 영화!! 지치고 토닥토닥질이 필요한 모든이에게 강추!!,1
갠적으로 가슴과 머리가 터지도록 부러웠던 벤자민..67년작이라니 그저 놀라울 따름!! 그 시대의 미국배경을 보는것도 좋았고 암튼 나는 오프닝이 머릿 속에서 잊혀지질 않는다,1
나라가 많은사고로다들침울해져있을때 그나마웃기는개그로 웃겨줘야할텐데 이건갈수록 더 화만나니 개그프로인지 뉴스인지 억지로 자하내는 웃음 이게정말개그인가? 고정프로그램이란 고정관념은 깨고 빨리 개편할껀 하루라도빨리 해야하는게 올은판단이라고본다.,0
두 인물을 가지고 철학을 노래하는 영화. 근데 개가 등장했던 신은 뭘 의미하는건지 아직도 모르겠어 흠...,1
성난감상자유준상펜이여서 봤는데 목소리톤과 영화무게와 안맞는다. 빡빡이가 영화무게 다잡네. 영화에 별내용이 없다 아저씨+뭔가있는데 뭐 짬뽕된것같은 영화같은데 그영화가 기억이 잘안나네.. GTA게임인가? 아저씨+GTA,0
뻔한 스토리의 뻔한 영화지만 순수하고 아름다운 사랑에 후한 점수를~마지막에 아쉬움이 많이 남는 영화네요.의외로 수작입니다^^,1
별점 - 총 10점 중1 내평점관람객댓글알바도 문제지만 베급사도 알바한테 알바주는것도 문제인거같네요 이제 네이버영화평은 쓰레기인듯 정말좋은영화도 이제 쓰레기속에서 같이 썩어가는거같아서 한국영화 오랜펜으로서 마음아프네요 ..,0
작가의 필력이 유아 수준이네요. 지금 시대가 어느 때인데 신분 확인할 방법이 그리도 없나. 지문만 대조해도 금방 알아내는걸... 사망 처리를 어느 나라에서 저딴식으로 하는지.. 한심하네,0
"1.생떼 부리듯 노골적인 페미니즘은@총각들의 저녁식사@에나 어울리는 주장2.대종상의 권위가 의심되는 수상실적-광...3.원작소설이 엉성한지,그렇지 않은지는 책부터 읽어보고,평가하세여?응?(웃음)4.전쟁후의비참함은,누구나 제맘대로 지껄여 댈 자유가 있다",1
"애초에 분위기가 오션스 시리즈처럼 진지했으면 훨씬 좋았을 영화; 가벼운 분위기, 만연하는 죠크... 보는내내 집중이 안됫다",0
"한달, 일년짜리 연애, 챙길거 다 챙기고, 싫은거 다 안하다 이별이라고 말하는 이들에게 네 눈을 팔 정도는 되야지 사랑이라 부를 수 있는거 아니냐며, 함부로 '사랑'했다 말하지마라며 아주 느린 말과 함께 배에 칼을 찌르는 것같다. 기타노다케시니까",1
최악도 이런 최악이 없다. 음악을 아무때나 막 쓰질 않나 억지를 쓰질 않나 쓸데없는 부분 안 도려내고 그냥 막 내보내질 않나. 우디알렌이 분명 한번도 다시 돌아보지 않았거나 이제 영화에 대한 애착이 없거나...최악 중의 최악,0
멍청한 주인공들을 참으면서 보는게 정말 짜증났었어요...설정에 옥의 티가 넘 많고 끝까지 어떻게 살아남는지 궁금해서 참고 봤지만 결말은 더 어처구니가 없어서 평점 5점 줄려다 넘 높아서 1점!,0
이게 무슨 9점 인가 평점에 낚였다. 이런 약간의 감동 영화는 무조건 평점을 높게주는게 이해가 안간다 감동만 있으면 평점이 높다.,0
반지의 제왕 주인공의 이미지 변신도 좋고 잔임함은 정말 잘 그려내긴 했는데 역시나 결말이 너무 억지스러웠다. 찜찜한 결말을 위한 결말이였을 뿐.. 머리카락에 집착하는 것도 너무 흔한 소재였고... 차라리 최근에 본 더콜이 더 나은 듯...,0
ㅠㅠ이걸 감당하기엔 나는 아직 역부족일 뿐이고...그래도 제임스 맥어보이 연기가 너무 훌륭해서 꼭 10점 주고 싶다. 진짜 멋진 배우인 것 같다^^,1
훈훈만 액션 영화이고 싶었겠지만 그냥 진부하기만 했던 촌동네 형사 이야기. 감동도 없고 재미도 없고. 그나마 딸 위해서 제복입고 학교 나타난 김윤석때문에 아빠가 생각났기에 3점. 감독님 캐스팅 좀 잘해주시길.,0
견자단 영화 중에서 가장 최악이다...액션이 이상하게 유치하다...허무하다...그냥 보라해도 안 볼 영화....예전의 자단 영화로 가자!,0
와... 이거 스토리가 안습이다. 역대급 수준의 망작인듯. 진부하다 못해 고루한 스토리텔링. 단조로운 캐릭터. 출연배우들의 흑역사 작품일듯.,0
마음을 얻기 위한 진실게임. 여운이 남고 계속 곱씹게 된다. 두 세번은 다시 보고싶어지는 영화,1
이 영화를 커플에게 추천합니다. 영화관 가서 보면 평생 잊지 못할 추억 하나 생기는 겁니다.,1
요즘 보기 드문 주제의 드라마엿습니다 너무 잘봤고 결말 또한 해피엔딩이라 너무 좋앗습니다 나도 모른게 눈물이 흐르는 .. 너무 잘봤습니다 수고들하셧습니다 .. MBC드라마 때문에 짜증장난아녓는데 .. 너무잘봤고 수고하셧습니다,1
"★절대보지마소★-내용없고 스토리 엉망, OST 개쩌는 행진곡같은 완전 허접, CG도 선명하지 않은 허접, 근래본 에픽이나 터보 등과 견주면 진짜 하늘과 땅차이...벌래알바들이 별점 9/10 점 준놈들꺼에 방심했다 보면 개낭패..우리새끼들도 지겨워함",0
최효종 진짜 책읽냐? 연기 개 쓰레기다. 하나같이 안거슬리는게 없어. 김원효도 마찬가지고. 나머지가 워낙 쓰레기니 하하가 그나마 잘하는것처럼 보이네,0
왕가위 사단의 한 축을 맡고 있는 양조위. 왕가위 감독만의 매력적인 OST와 허세있는 듯 하며 느낌있는 영상과 대사들. 개인적으로는 왕가위 감독 영화 중 이 작품이 가장 기억에 남는다,1
"강령술의 기괴함을 이토록 멋지게 살린 작품이 있었던가? 욕조에서 썩어가는 시체와 홍콩 잿빛 슬럼가 , 미술만으로도 수작. 너무 물리적인 귀신과 디테일이 아쉬운 cg..무협풍 연출은 조금 아쉽지만...선악이 모호하고 오프닝과 결말이 이어지는 연출은 압권",1
이 따위로 하는게 사랑인 것 같냐? 애 망치는 길이다. 이렇게 키운 애가 아마 지 애비 죽이고 재산 차지 할껄? 그지같은 놈이 끝에서 칼에 찔려 죽을 때 속이 다 후련하더군.,0
항공에 관련된 모든 일들의 24시간을 본 느낌입니다중간중간 뜻하지 않은 코미디는 입꼬리가 올라가게 만들었네요ㅋㅋ표현하자면 마치 재밌는 다큐코메디? 한편 본 것 같습니다~,1
정말 ...정말...어떻게 이렇게 영화를 찍을 수 있는거지?? 12년동안이라니 ㄷㄷㄷ 내 인생 영화 중 한편이 될 것 같다...,1
후...영화 보는 내내 졸아서 뭔 내용인지도 모르겠고 허리만 아프고... 내가 돈을 받고 봐도 모자라다는 생각이 계속 들었음... 같이 간 2명도...,0
뭘 말하려는거야? 뭘 느끼라는거야? 감독의 의도는 도대체 뭐야? 배우들은 연기가 그게 뭐야? 스토리 엉성하기 짝이 없고 정지화면같은 의미없는 장면들이 너무나 많다. 이런거 다빼면 30분이면 될 단편영화수준. 더불어 내용도 어설프다,0
너무많은요소를 넣은것이 감점의 요인이 되었다 뭘보여주려고하는거같은데 그냥 마지막에 뻔한감동으로 마무리하는느낌이었다 예를들어 남자꼬맹이는 왜 나온건지 모르겟다..그리고 이전의 애니메이션과의 흡사한 감동주기 포맷이 그저그랫다 여자애1+요괴3=4점,0
0점 주고싶은데 0점이 없다.졸라 질질 끌어대다가 마지막에 눈물을 뽑아내려고발악하는 영화같다.내가 본 영화 중에 제일 안슬프고 감동도 제일 없다.,0
비행기가 불시착 하듯 교통사고가 나듯 사랑은 갑자기 찾아온다.사랑은 갑자기 떠나기도 하지만 마음속엔 오래 머물듯 좋은 영화는 마음 깊은 곳에 오래 머문다.,1
bad boys~ bad boys~ whatcha gonna do whatcha gonna do when they come fot you~,1
세뇌는 없는 사실을 왜곡해서 강압적으로 사상주입을 시키는게 세뇌고 북한 실태를 다룬게 세뇌면 실제 북한이 저러지 않고 평화로운 민주주의 국가라는거냐 저 아래 han0 OO. 지금까지도 강제노역에 인권탄압에 숙청을 강행하는곳이 북한인데 세뇌는 염병ㅉㅉ,1
기존 세계관의 심각한 훼손과 방향을 잃은 주제 의식뿐 아니라 발전 없는 퀄리티까지 기존의 팬이라면 보고 후회함,0
유쾌하다 그냥 영화처럼 주인공이 어려움도 겪고 ..근데 난 .. 귀족 신자? 보다는 대장장이가 더 이쁨,1
나 아는 미국분이 한국에서 태어나 일본에서 학교다니며 자랐는데 많은 차별과 괴롭힘속에서도 졸업해야한다는 이유하나로 버티고 졸업한날 괴롭히던 일본친구들 다 조져버렸고 그분은 졸업하고 미국으로 이민가셨다 그래도 그시절일본동경이 그리우시다고..,1
포스터가 미끼였어. 성유리의 입술은 아름답지만독립영화 분위기인데 만들다 만 느낌. 괜히 어설픈폼만 잡지 말고 제대로 된 이야기를 찾아보시라,0
"본 씨리즈가 유럽 챔피언스컵리그라면,이건 뭐 동네택시기사아저씨들정기모임조기축구회수준.너무 많은 기대는 금물.오히려 원작만화가 훨씬 더 재미있다.훌륭한 원작을 말아먹은1000만가지예들중의하나일뿐,결코 그 이상도,그 이하도 아니다.리얼리티따위 기대도 마라",0
"몰지각한 사람들이 자신의 취향이 아니란 이유로 평균점수 이하를 준 어처구니 없는 처사.... 시험을 봐도 기본 점수는 준다 오점 이하 주는 사람들은 도대체 뭐냐 이 영화 스토리, 씨지 기본만 쳐도 팔점 이상 ~ 으이그",1
평점 왜케 높냐. 명작 글레디에이터 내용에 + 자연재해 + 오글거리는 로맨스 3짝꿍 짝짜라꿍짝된 영화. 아 오글거려.,0
소설이 얼마나 재밌고 감동적인데. 영화 이렇게 쓰레기로 만들면 다들 원작도 쓰레긴줄 알잖아요. 이건 진짜 귀여니와 도레미팬분들을 모욕하는 영화다. 정빈이랑 깡다도 안나오고 서현언니도 이름 바꿔놓고 ... 소설은 역시 소설일때 아름다운 것.,0
평점 참..개구라네... 예전 주말에하는 단편드라마 수준도 못미침... 멜로 드라마도 좋아하는데 평점에 속아 완전 끝까지 기대만 하다 짝돌았음... 어우,0
"허세... 뭐가 있지도 않은데 괜히 있어보이려는 억지스런..설정과 대사... 개연성이나 감동, 전율..,전혀 찾아 볼수 없다...",0
평점 너무 높은듯 기대하고 봤는데 머리싸움 이런건 별로 없고 걍 뻔한 드라마. 결말이 후련하거나 반전이 있는것도 아니고.,0
만약 캐스팅을 현수역에 김수현 안나역에 김태희 모텔여주인역에 김혜수 정도였으면 이영화 관중은 60만은 충분히 넘고 평점도 8점대는 충분히 넘겼을 것이다. 캐스팅의 중요성을 보여준 영화,0
시 시 하 다 알 겠 느 냐 재 미 없 다 알 겠 느 냐 ?,0
재미있는 추리 영화인줄 알고 봤는데 아니네요. 스토리도 그닥 와닿지 않고 다른 분들이 극찬(?)하는 영상미도 감흥이 없었습니다. 오락영화가 아닙니다. 혹시 보실분들 참고하시기 바랍니다.,0
"친구랑 같이 애니메이션 한편 때리고자 극장에 갔는데... 생각보다 재미있었음!! 광희나 예원이도 어색하지 않고, 뭐랄까... 예전 글래디에이터를 다시 한번 보게 되는 추억도 생긴달까..?ㅋ",1
"이 작품 쓴 각본가, 각색가들은 대체 누구길래. 이렇게 재미없는구요. 여균동감독 영화 간만에 보다가 미치는 줄 알았소. 여지껏 본 영화들 중에서 사상 최악의 스토리텔링이라고 생각되는군요.",0
이딴것도 영화라 만들었냐;; .. 주인공말고 악역 유지태를 응원하게되는영화;; 정말 연출이제일 ㅄ같다;;에휴..말도안되는 설정에 스토리;; 쩝;; 영화보고 화난건 또 처음이네;,0
"""시청률이 너무 안나와서 처음으로 글써봅니다!! 윤계상씨 연기가 너무 좋아요 한지혜씨도 물론 좋지만 오늘 할머님이랑 대화하는거보고 눈물이..꼭 """"비밀"""" 드라마를 다시 보는것같아요 너무너무 재미있습니다""",1
"병같은 영화다. 결국 신파극으로 막을 내렸다. 주범은 버젓이 살고, 피해자는 죽고, 피해자의 가족도 죽임을 당하고. 가해자는 잠시 빵에 갔다와서 다시 괴롭힐 것이다. 적어도 범죄에 애 어른이 어딨냐는 그 한 마디만이 이 영화가 줄 수 있는 최선",0
내인생의 영화는 라이언일병구하기 였지만우연히 클레멘타인 영화 평점을 보고 알볼수가 없어서봤습니다? 영화를 다보고 상당히 충격적이였습니다라이언 일병 구하기 영화는 삼류작이였다는걸 깊이 반성합니다,1
이런 저질 드라마도 평가가 필요한가? 시청자 무시하기 농락하기 우습게알기 도대체 뭘보고 시청율이 높다고 하는건지... 이렇게 글 올라와서? 이런것도 관심이라고 좋아죽겠지!!! 괘씸한 mbc 여긴 0점도 안되네... 1점은 이 글을 올리기 위해서 준다,0
"""내가 죽을때 남기고 싶은 유언:""""후손들에게 억만금의 재산을 물려주는것보다도 이 영화를 더 많은 사람에게 알려주는게 제일 중요하다""""백년이 지나도 천년이 지나도 원작가 톨킨과 피터잭슨 감독의 이름은 영원히 잊혀지지 않을것이라 생각된다.""",1
저녘에 일끝나고 조금씩 사십분 정도 끈어서 봣는데리더쉽에 대해서 조금더 생각하게 되었다 분명 역사는승자의 편이다. 많이 미화된 부분도 있겠지만 그가 남긴업적은 그 누구도 무시하진 못할것이다,1
"""2007.02.25_ 벌교의 한 국밥집_ 점심: """"갸는 첫째고, 저 놈은 우리 둘째~"""" 재문: """"아줌마! 미안해~ 그냥.. 아줌마! 나 그 남방 잘 어울려ㅠ_ㅠ?"""" 대식에게 복수하려던 1주일 전_ 대식의 엄마를 먼저 만났다. 사랑의 꽃남방도..^-^o""",1
전형적인 동양에서만 나올수있는 장인의 표본같다. 대단하고 존경스럽지만 또 모두가 저렇게 살아야하고 저렇게 해야 존경받는 사람이 될수 있다는 관념이 동양에는 뿌리깊게 박혀있는것같다. 이걸보고 또 따라하겠다는 사람이나 안생겼으면..,1
평점 이상하게 높길래 보니 두명이서 한거네 진짜 개노잼 시간아깝다 마지막에 경감이 창문 올려다보는씬은 왜 넣은건지 이해할수도없고 하고싶지도 않다 불필요한 씬이 넘쳐나고 난해하기만 한 스토리,0
"오디션 프로그램이 난무하는 요즘같은 시대에 딱이네..., !! 미디어가 사람을 어떻게 만드는 지 잘 보여주는 영화",1
"일본영화 특유의 오글거림은 한스푼 빼고, 그 특유의 잔잔한 감동을 한스푼 더한..재밌었어요 후카츠에리 영화는 믿고 보네요^^",1
결말이 예상답안이라는 점에서는 -1점 대진을 연기한 병헌이와 스토리는 정말 굿이네요. 대진을 욕할 수만은 없을듯,1
김정민씨 틈만나면 처음본다 몰랐다 너무 무례한행동과 말에눈쌀이 찌푸려집니다. 매번 처음듣는다 몰랐다. 하다못해 가수가 농담으로 너왜나왔니? 하던데 웃으며 넘기더라구요. 방송보는내내 화가납니다. 김정민씨 무례한 행동 보고싶지않네요.,0
말이 필요없는 일대기영화. 유명작가의 일대기인지라 문학적이고 암울한 현실을 신랄하게 비판하지만 그 안의 인간관계의 아름다움도 버리지 않는다. 주인공의 동성애 성적망상도 가감없이 대담한묘사. 하비에르 바르뎀은 금세기의 배우로 불릴만하다. 조니뎁은 단역.,1
너무 재미가 없어요 사람들은 재밌다고 그러는데 스토리가 전체적으로 어두운 분위기에다가 뚜렷하게 인상깊은 부분이 없네요,0
선택해보세요.화제가 되고 있는 최신영화 정보를 한 눈에 확인하실 수 있습니다. 닫기 나의 사랑 나의 신부제보자드라큘라: 전설의 시작슬로우 비디오메이즈 러너맨홀극장판 파워레인저 다이노포스VS고버스,0
"보면 볼수록 문소리 참 못생겼다 라는 생각밖에 안들었고, 제아무리 판타지 만화라지만, 정도가 있는거다. 개연성 꿀꿀이 죽에 밥말어먹었고, 진짜 내세울게 뭐하나없는 이런 뭣같은 드라마는 처음본다.",0
"중간에 나오는 김명민과 엄기준의 전화 통화 내용, 마지막의 김명민의 눈물. 이 두개 말고는 아무것도 남지 않는 영화",0
오타쿠 타령 존나 해대네 OO들이 무뇌충 인정? 그렇게 싫으면 지옥으로 꺼져주세요 OO새끼들아 이러니 우리나라가 존나 OO같은거야 여성부같은 새끼들,1
"""지난 추석에 이영화를봤는데 너무 감동적이에요~김래원씨와 지대한군 연기도 너무 좋았구요^^특히 김래원씨는 영화 """"해바라기""""때와는 전혀 다른감동적인 연기를했습니다.""",1
배우들은 잘못없다. 투자자들 돈받아서 이런망할거 만들어낸 감독과 작가가 한심한거지. 동방신기 휴~~~ 이걸 극장서 본사람들은 정말이지 ㅋㅋ,0
두번 놀랐다.. 98년작인데 17년전 영화임에도 CG가 그렇게 떨어져 보이지 않는다는거다. 그리고 무려 2시간 30분이 넘는 러닝타임인데도 쉴새없이 스페타클이 펼쳐지고 감동을 준다. 올타임 역대급 재난영화...,1
이 정도 수준으로 영화관에 내보내는건 관객에 대한 모독이다. 줄 수 있는 최하의 평점이 1점이라서 1점을 주는 것. 영상이나 그림체는 그렇다고 쳐도 줄거리 자체가 없는 이야기.,0
이해안간다ㅋㅋ 지하철에서 방송으로불러대고 껴안고했으면 관계정리된거아닌가 뭔갑자기 이별준비? 아니지마음이정리가안됬고 사귈생각이없으면 왜소개팅박차고 뛰쳐나가서 방송에서 견우야!!! 거린거지 일단질러보자인가ㅋㅋㅋ,0
"이건 정말 우리나라 영화 수준 한단계 위인듯. 깜짝 놀랬다. 이 영화가 왜 주목받지 못했지?? 이해가 안간다. 연출, 액션, 추격신 모두 국내 영화가 아닌 것 처럼 어마어마한 수준이였고, 배우들 연기력 훌륭했다....공유는 정말 다시봤다.",1
시사회에서 봤는데 명량 영화랑은 완전 다른 다큐에요~ 메이킹 이런거 ㄴㄴㄴ 학생들이 보면 좋을만한 다큐임,1
이거 재대로 보려면 어느정도 성경지식있어야하는데... 어느정도 알고 보면 진짜명작인데ㅜㅜㅡ 근데 모르고보면 그냥 보기엔어려운 부분이 있을지도... 근데 진심내가 본애니중엔 최고임 음악성은 진짜타 애니 다 비교자체가 안됨,1
네 명의 짜증 섞인 연기에 놀랐다. 영어 연기에 이렇게 감정이 몰입된 적은 처음인 것같다.,1
